tweet_id,company,tweet_text,sentiment
1444,Apple,Tried out Apple. Mixed feelings about it.,neutral
1445,Meta,Terrible experience with Meta customer support.,negative
1446,Apple,Great customer service from Apple. Totally satisfied!,positive
1447,Google,Terrible experience with Google customer support.,negative
1448,Meta,Meta keeps crashing. Super annoying.,negative
1449,Amazon,"Amazon works fine, just the usual stuff.",neutral
1450,Apple,Why is Apple so slow lately? Very frustrating.,negative
1451,Google,Really disappointed with Google. Not what I expected.,negative
1452,Apple,Why is Apple so slow lately? Very frustrating.,negative
1453,Google,Fast and reliable – Google never disappoints!,positive
1454,Google,Really disappointed with Google. Not what I expected.,negative
1455,Google,Tried out Google. Mixed feelings about it.,neutral
1456,Microsoft,Terrible experience with Microsoft customer support.,negative
1457,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
1458,Apple,"Apple works fine, just the usual stuff.",neutral
1459,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
1460,Meta,The new Meta update is amazing! Loving the features.,positive
1461,Apple,"Apple works fine, just the usual stuff.",neutral
1462,Google,"Not good, not bad. Google is just average.",neutral
1463,Amazon,The new Amazon update is amazing! Loving the features.,positive
1464,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
1465,Amazon,The new Amazon update is amazing! Loving the features.,positive
1466,Apple,Why is Apple so slow lately? Very frustrating.,negative
1467,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
1468,Meta,"Not good, not bad. Meta is just average.",neutral
1469,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1470,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
1471,Google,Impressed with Google's latest product release.,positive
1472,Apple,Great customer service from Apple. Totally satisfied!,positive
1473,Google,The new Google update is amazing! Loving the features.,positive
1474,Meta,"Meta works fine, just the usual stuff.",neutral
1475,Apple,Really disappointed with Apple. Not what I expected.,negative
1476,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
1477,Meta,"I used Meta today. It's okay, nothing special.",neutral
1478,Meta,The new Meta update is amazing! Loving the features.,positive
1479,Apple,The new Apple update is amazing! Loving the features.,positive
1480,Microsoft,Terrible experience with Microsoft customer support.,negative
1481,Apple,"Not good, not bad. Apple is just average.",neutral
1482,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1483,Google,"I used Google today. It's okay, nothing special.",neutral
1484,Amazon,Really disappointed with Amazon. Not what I expected.,negative
1485,Meta,Meta update broke everything. Please fix it!,negative
1486,Meta,"Meta works fine, just the usual stuff.",neutral
1487,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
1488,Meta,Meta's performance is top-notch. Kudos to the team!,positive
1489,Apple,Impressed with Apple's latest product release.,positive
1490,Google,"Google works fine, just the usual stuff.",neutral
1491,Amazon,"Amazon works fine, just the usual stuff.",neutral
1492,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
1493,Amazon,The new Amazon update is amazing! Loving the features.,positive
1494,Meta,Meta keeps crashing. Super annoying.,negative
1495,Microsoft,Microsoft keeps crashing. Super annoying.,negative
1496,Apple,The new Apple update is amazing! Loving the features.,positive
1497,Apple,Tried out Apple. Mixed feelings about it.,neutral
1498,Google,Fast and reliable – Google never disappoints!,positive
1499,Apple,"I used Apple today. It's okay, nothing special.",neutral
1500,Amazon,"Amazon works fine, just the usual stuff.",neutral
1501,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
1502,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
1503,Google,Google's performance is top-notch. Kudos to the team!,positive
1504,Amazon,"Not good, not bad. Amazon is just average.",neutral
1505,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
1506,Apple,The new Apple update is amazing! Loving the features.,positive
1507,Google,"Google works fine, just the usual stuff.",neutral
1508,Amazon,Terrible experience with Amazon customer support.,negative
1509,Meta,Really disappointed with Meta. Not what I expected.,negative
1510,Amazon,Amazon keeps crashing. Super annoying.,negative
1511,Apple,Terrible experience with Apple customer support.,negative
1512,Microsoft,Terrible experience with Microsoft customer support.,negative
1513,Microsoft,Microsoft keeps crashing. Super annoying.,negative
1514,Apple,The new Apple update is amazing! Loving the features.,positive
1515,Google,Impressed with Google's latest product release.,positive
1516,Meta,Meta update broke everything. Please fix it!,negative
1517,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
1518,Microsoft,Microsoft update broke everything. Please fix it!,negative
1519,Apple,"Apple works fine, just the usual stuff.",neutral
1520,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
1521,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
1522,Apple,Why is Apple so slow lately? Very frustrating.,negative
1523,Apple,Still exploring Apple. Too early to judge.,neutral
1524,Meta,Still exploring Meta. Too early to judge.,neutral
1525,Google,"Not good, not bad. Google is just average.",neutral
1526,Meta,Still exploring Meta. Too early to judge.,neutral
1527,Apple,Apple keeps crashing. Super annoying.,negative
1528,Microsoft,Terrible experience with Microsoft customer support.,negative
1529,Google,Still exploring Google. Too early to judge.,neutral
1530,Apple,Great customer service from Apple. Totally satisfied!,positive
1531,Meta,Terrible experience with Meta customer support.,negative
1532,Google,Impressed with Google's latest product release.,positive
1533,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
1534,Amazon,Fast and reliable – Amazon never disappoints!,positive
1535,Google,Tried out Google. Mixed feelings about it.,neutral
1536,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
1537,Microsoft,Microsoft update broke everything. Please fix it!,negative
1538,Microsoft,Impressed with Microsoft's latest product release.,positive
1539,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
1540,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
1541,Apple,Terrible experience with Apple customer support.,negative
1542,Apple,Still exploring Apple. Too early to judge.,neutral
1543,Apple,Fast and reliable – Apple never disappoints!,positive
1544,Meta,"Not good, not bad. Meta is just average.",neutral
1545,Meta,"Meta works fine, just the usual stuff.",neutral
1546,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
1547,Apple,Impressed with Apple's latest product release.,positive
1548,Amazon,Still exploring Amazon. Too early to judge.,neutral
1549,Meta,Why is Meta so slow lately? Very frustrating.,negative
1550,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
1551,Google,Google's performance is top-notch. Kudos to the team!,positive
1552,Amazon,"Not good, not bad. Amazon is just average.",neutral
1553,Meta,"Not good, not bad. Meta is just average.",neutral
1554,Apple,Great customer service from Apple. Totally satisfied!,positive
1555,Microsoft,Impressed with Microsoft's latest product release.,positive
1556,Apple,Apple update broke everything. Please fix it!,negative
1557,Google,The new Google update is amazing! Loving the features.,positive
1558,Microsoft,Impressed with Microsoft's latest product release.,positive
1559,Google,"Not good, not bad. Google is just average.",neutral
1560,Apple,Really disappointed with Apple. Not what I expected.,negative
1561,Meta,Impressed with Meta's latest product release.,positive
1562,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
1563,Meta,Impressed with Meta's latest product release.,positive
1564,Apple,"I used Apple today. It's okay, nothing special.",neutral
1565,Meta,Meta update broke everything. Please fix it!,negative
1566,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1567,Meta,Great customer service from Meta. Totally satisfied!,positive
1568,Apple,Apple update broke everything. Please fix it!,negative
1569,Meta,Meta update broke everything. Please fix it!,negative
1570,Microsoft,Microsoft update broke everything. Please fix it!,negative
1571,Google,Terrible experience with Google customer support.,negative
1572,Amazon,Terrible experience with Amazon customer support.,negative
1573,Google,Impressed with Google's latest product release.,positive
1574,Meta,Still exploring Meta. Too early to judge.,neutral
1575,Amazon,Still exploring Amazon. Too early to judge.,neutral
1576,Amazon,Still exploring Amazon. Too early to judge.,neutral
1577,Google,Great customer service from Google. Totally satisfied!,positive
1578,Meta,"Not good, not bad. Meta is just average.",neutral
1579,Amazon,"Amazon works fine, just the usual stuff.",neutral
1580,Google,Still exploring Google. Too early to judge.,neutral
1581,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
1582,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
1583,Meta,Tried out Meta. Mixed feelings about it.,neutral
1584,Meta,Terrible experience with Meta customer support.,negative
1585,Apple,"I used Apple today. It's okay, nothing special.",neutral
1586,Apple,Apple keeps crashing. Super annoying.,negative
1587,Apple,"I used Apple today. It's okay, nothing special.",neutral
1588,Google,Google keeps crashing. Super annoying.,negative
1589,Amazon,"Not good, not bad. Amazon is just average.",neutral
1590,Google,Google's performance is top-notch. Kudos to the team!,positive
1591,Google,"I used Google today. It's okay, nothing special.",neutral
1592,Amazon,Really disappointed with Amazon. Not what I expected.,negative
1593,Meta,Still exploring Meta. Too early to judge.,neutral
1594,Google,Still exploring Google. Too early to judge.,neutral
1595,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
1596,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
1597,Microsoft,Terrible experience with Microsoft customer support.,negative
1598,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
1599,Apple,"Not good, not bad. Apple is just average.",neutral
1600,Google,Tried out Google. Mixed feelings about it.,neutral
1601,Google,"Not good, not bad. Google is just average.",neutral
1602,Meta,Still exploring Meta. Too early to judge.,neutral
1603,Google,"Google works fine, just the usual stuff.",neutral
1604,Amazon,Amazon keeps crashing. Super annoying.,negative
1605,Apple,Great customer service from Apple. Totally satisfied!,positive
1606,Meta,Impressed with Meta's latest product release.,positive
1607,Apple,Why is Apple so slow lately? Very frustrating.,negative
1608,Meta,Meta keeps crashing. Super annoying.,negative
1609,Google,"Not good, not bad. Google is just average.",neutral
1610,Apple,Terrible experience with Apple customer support.,negative
1611,Google,Great customer service from Google. Totally satisfied!,positive
1612,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
1613,Meta,"Not good, not bad. Meta is just average.",neutral
1614,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
1615,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
1616,Meta,Great customer service from Meta. Totally satisfied!,positive
1617,Meta,Fast and reliable – Meta never disappoints!,positive
1618,Google,Google update broke everything. Please fix it!,negative
1619,Meta,Really disappointed with Meta. Not what I expected.,negative
1620,Amazon,Great customer service from Amazon. Totally satisfied!,positive
1621,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
1622,Amazon,Fast and reliable – Amazon never disappoints!,positive
1623,Meta,Meta update broke everything. Please fix it!,negative
1624,Apple,Apple's performance is top-notch. Kudos to the team!,positive
1625,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
1626,Meta,The new Meta update is amazing! Loving the features.,positive
1627,Amazon,Really disappointed with Amazon. Not what I expected.,negative
1628,Microsoft,Microsoft update broke everything. Please fix it!,negative
1629,Amazon,Fast and reliable – Amazon never disappoints!,positive
1630,Amazon,Still exploring Amazon. Too early to judge.,neutral
1631,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
1632,Amazon,"Amazon works fine, just the usual stuff.",neutral
1633,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
1634,Apple,Fast and reliable – Apple never disappoints!,positive
1635,Meta,The new Meta update is amazing! Loving the features.,positive
1636,Google,"Google works fine, just the usual stuff.",neutral
1637,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
1638,Meta,Tried out Meta. Mixed feelings about it.,neutral
1639,Apple,"Apple works fine, just the usual stuff.",neutral
1640,Apple,Why is Apple so slow lately? Very frustrating.,negative
1641,Apple,The new Apple update is amazing! Loving the features.,positive
1642,Apple,Apple's performance is top-notch. Kudos to the team!,positive
1643,Meta,Fast and reliable – Meta never disappoints!,positive
1644,Google,Terrible experience with Google customer support.,negative
1645,Microsoft,Terrible experience with Microsoft customer support.,negative
1646,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
1647,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
1648,Meta,Fast and reliable – Meta never disappoints!,positive
1649,Apple,Still exploring Apple. Too early to judge.,neutral
1650,Apple,"I used Apple today. It's okay, nothing special.",neutral
1651,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
1652,Amazon,"Not good, not bad. Amazon is just average.",neutral
1653,Meta,Meta's performance is top-notch. Kudos to the team!,positive
1654,Microsoft,Terrible experience with Microsoft customer support.,negative
1655,Apple,Apple keeps crashing. Super annoying.,negative
1656,Meta,Great customer service from Meta. Totally satisfied!,positive
1657,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
1658,Google,Why is Google so slow lately? Very frustrating.,negative
1659,Apple,Still exploring Apple. Too early to judge.,neutral
1660,Google,The new Google update is amazing! Loving the features.,positive
1661,Apple,Still exploring Apple. Too early to judge.,neutral
1662,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
1663,Apple,Apple keeps crashing. Super annoying.,negative
1664,Amazon,Impressed with Amazon's latest product release.,positive
1665,Meta,Great customer service from Meta. Totally satisfied!,positive
1666,Google,Fast and reliable – Google never disappoints!,positive
1667,Amazon,The new Amazon update is amazing! Loving the features.,positive
1668,Google,Still exploring Google. Too early to judge.,neutral
1669,Apple,Tried out Apple. Mixed feelings about it.,neutral
1670,Meta,Meta's performance is top-notch. Kudos to the team!,positive
1671,Apple,Really disappointed with Apple. Not what I expected.,negative
1672,Google,Still exploring Google. Too early to judge.,neutral
1673,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
1674,Google,"Google works fine, just the usual stuff.",neutral
1675,Apple,Apple update broke everything. Please fix it!,negative
1676,Apple,Apple's performance is top-notch. Kudos to the team!,positive
1677,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
1678,Meta,"Not good, not bad. Meta is just average.",neutral
1679,Meta,Fast and reliable – Meta never disappoints!,positive
1680,Meta,Why is Meta so slow lately? Very frustrating.,negative
1681,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
1682,Amazon,Great customer service from Amazon. Totally satisfied!,positive
1683,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
1684,Google,"Not good, not bad. Google is just average.",neutral
1685,Microsoft,Terrible experience with Microsoft customer support.,negative
1686,Amazon,Terrible experience with Amazon customer support.,negative
1687,Meta,Great customer service from Meta. Totally satisfied!,positive
1688,Meta,Meta's performance is top-notch. Kudos to the team!,positive
1689,Google,"Google works fine, just the usual stuff.",neutral
1690,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
1691,Apple,Fast and reliable – Apple never disappoints!,positive
1692,Apple,Still exploring Apple. Too early to judge.,neutral
1693,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1694,Apple,"Not good, not bad. Apple is just average.",neutral
1695,Meta,Tried out Meta. Mixed feelings about it.,neutral
1696,Google,Terrible experience with Google customer support.,negative
1697,Google,"Not good, not bad. Google is just average.",neutral
1698,Google,Google update broke everything. Please fix it!,negative
1699,Meta,Impressed with Meta's latest product release.,positive
1700,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
1701,Google,"Google works fine, just the usual stuff.",neutral
1702,Meta,Impressed with Meta's latest product release.,positive
1703,Google,Fast and reliable – Google never disappoints!,positive
1704,Meta,"Meta works fine, just the usual stuff.",neutral
1705,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
1706,Google,Google keeps crashing. Super annoying.,negative
1707,Apple,Why is Apple so slow lately? Very frustrating.,negative
1708,Google,Great customer service from Google. Totally satisfied!,positive
1709,Meta,Terrible experience with Meta customer support.,negative
1710,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
1711,Apple,"Not good, not bad. Apple is just average.",neutral
1712,Apple,Still exploring Apple. Too early to judge.,neutral
1713,Amazon,"Not good, not bad. Amazon is just average.",neutral
1714,Meta,Still exploring Meta. Too early to judge.,neutral
1715,Google,Terrible experience with Google customer support.,negative
1716,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
1717,Meta,Terrible experience with Meta customer support.,negative
1718,Google,Tried out Google. Mixed feelings about it.,neutral
1719,Amazon,Terrible experience with Amazon customer support.,negative
1720,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
1721,Meta,Impressed with Meta's latest product release.,positive
1722,Google,The new Google update is amazing! Loving the features.,positive
1723,Meta,"Not good, not bad. Meta is just average.",neutral
1724,Google,Great customer service from Google. Totally satisfied!,positive
1725,Google,Google update broke everything. Please fix it!,negative
1726,Apple,"Apple works fine, just the usual stuff.",neutral
1727,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
1728,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
1729,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
1730,Google,Tried out Google. Mixed feelings about it.,neutral
1731,Apple,The new Apple update is amazing! Loving the features.,positive
1732,Google,Still exploring Google. Too early to judge.,neutral
1733,Google,Fast and reliable – Google never disappoints!,positive
1734,Apple,"Apple works fine, just the usual stuff.",neutral
1735,Apple,Apple's performance is top-notch. Kudos to the team!,positive
1736,Google,Tried out Google. Mixed feelings about it.,neutral
1737,Meta,"I used Meta today. It's okay, nothing special.",neutral
1738,Amazon,Great customer service from Amazon. Totally satisfied!,positive
1739,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
1740,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
1741,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1742,Meta,Fast and reliable – Meta never disappoints!,positive
1743,Meta,Meta keeps crashing. Super annoying.,negative
1744,Amazon,Amazon update broke everything. Please fix it!,negative
1745,Meta,Great customer service from Meta. Totally satisfied!,positive
1746,Microsoft,Microsoft keeps crashing. Super annoying.,negative
1747,Apple,Great customer service from Apple. Totally satisfied!,positive
1748,Meta,Tried out Meta. Mixed feelings about it.,neutral
1749,Google,"I used Google today. It's okay, nothing special.",neutral
1750,Google,Google update broke everything. Please fix it!,negative
1751,Meta,Fast and reliable – Meta never disappoints!,positive
1752,Meta,The new Meta update is amazing! Loving the features.,positive
1753,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1754,Meta,"I used Meta today. It's okay, nothing special.",neutral
1755,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
1756,Amazon,Fast and reliable – Amazon never disappoints!,positive
1757,Microsoft,Impressed with Microsoft's latest product release.,positive
1758,Microsoft,Microsoft update broke everything. Please fix it!,negative
1759,Meta,Impressed with Meta's latest product release.,positive
1760,Google,Terrible experience with Google customer support.,negative
1761,Google,Google's performance is top-notch. Kudos to the team!,positive
1762,Meta,Tried out Meta. Mixed feelings about it.,neutral
1763,Amazon,The new Amazon update is amazing! Loving the features.,positive
1764,Apple,Still exploring Apple. Too early to judge.,neutral
1765,Apple,"I used Apple today. It's okay, nothing special.",neutral
1766,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1767,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
1768,Apple,Impressed with Apple's latest product release.,positive
1769,Meta,Why is Meta so slow lately? Very frustrating.,negative
1770,Meta,Meta update broke everything. Please fix it!,negative
1771,Amazon,"Not good, not bad. Amazon is just average.",neutral
1772,Microsoft,Impressed with Microsoft's latest product release.,positive
1773,Meta,Tried out Meta. Mixed feelings about it.,neutral
1774,Google,Google update broke everything. Please fix it!,negative
1775,Meta,Why is Meta so slow lately? Very frustrating.,negative
1776,Amazon,"Not good, not bad. Amazon is just average.",neutral
1777,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1778,Apple,"Apple works fine, just the usual stuff.",neutral
1779,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1780,Apple,Fast and reliable – Apple never disappoints!,positive
1781,Microsoft,Microsoft update broke everything. Please fix it!,negative
1782,Meta,"I used Meta today. It's okay, nothing special.",neutral
1783,Google,Really disappointed with Google. Not what I expected.,negative
1784,Apple,Impressed with Apple's latest product release.,positive
1785,Meta,Really disappointed with Meta. Not what I expected.,negative
1786,Apple,Apple keeps crashing. Super annoying.,negative
1787,Amazon,Fast and reliable – Amazon never disappoints!,positive
1788,Apple,Tried out Apple. Mixed feelings about it.,neutral
1789,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
1790,Amazon,Still exploring Amazon. Too early to judge.,neutral
1791,Apple,Impressed with Apple's latest product release.,positive
1792,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
1793,Meta,Meta keeps crashing. Super annoying.,negative
1794,Apple,Still exploring Apple. Too early to judge.,neutral
1795,Meta,"Meta works fine, just the usual stuff.",neutral
1796,Meta,The new Meta update is amazing! Loving the features.,positive
1797,Amazon,The new Amazon update is amazing! Loving the features.,positive
1798,Google,Google's performance is top-notch. Kudos to the team!,positive
1799,Microsoft,Terrible experience with Microsoft customer support.,negative
1800,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1801,Meta,The new Meta update is amazing! Loving the features.,positive
1802,Apple,"Not good, not bad. Apple is just average.",neutral
1803,Meta,"Not good, not bad. Meta is just average.",neutral
1804,Amazon,Amazon keeps crashing. Super annoying.,negative
1805,Meta,Impressed with Meta's latest product release.,positive
1806,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
1807,Amazon,Impressed with Amazon's latest product release.,positive
1808,Meta,Fast and reliable – Meta never disappoints!,positive
1809,Apple,"Not good, not bad. Apple is just average.",neutral
1810,Amazon,Fast and reliable – Amazon never disappoints!,positive
1811,Amazon,Still exploring Amazon. Too early to judge.,neutral
1812,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
1813,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
1814,Google,Terrible experience with Google customer support.,negative
1815,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
1816,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
1817,Apple,Apple keeps crashing. Super annoying.,negative
1818,Google,Terrible experience with Google customer support.,negative
1819,Amazon,Still exploring Amazon. Too early to judge.,neutral
1820,Apple,"Not good, not bad. Apple is just average.",neutral
1821,Google,Really disappointed with Google. Not what I expected.,negative
1822,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
1823,Apple,"Apple works fine, just the usual stuff.",neutral
1824,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
1825,Google,"Not good, not bad. Google is just average.",neutral
1826,Google,"Google works fine, just the usual stuff.",neutral
1827,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1828,Google,"Google works fine, just the usual stuff.",neutral
1829,Amazon,Great customer service from Amazon. Totally satisfied!,positive
1830,Google,Fast and reliable – Google never disappoints!,positive
1831,Amazon,The new Amazon update is amazing! Loving the features.,positive
1832,Apple,Impressed with Apple's latest product release.,positive
1833,Meta,Fast and reliable – Meta never disappoints!,positive
1834,Apple,Why is Apple so slow lately? Very frustrating.,negative
1835,Meta,Terrible experience with Meta customer support.,negative
1836,Meta,Terrible experience with Meta customer support.,negative
1837,Google,"Not good, not bad. Google is just average.",neutral
1838,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
1839,Google,Fast and reliable – Google never disappoints!,positive
1840,Microsoft,Microsoft update broke everything. Please fix it!,negative
1841,Apple,"Not good, not bad. Apple is just average.",neutral
1842,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1843,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
1844,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
1845,Apple,"Apple works fine, just the usual stuff.",neutral
1846,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
1847,Amazon,Amazon update broke everything. Please fix it!,negative
1848,Amazon,Fast and reliable – Amazon never disappoints!,positive
1849,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
1850,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
1851,Amazon,Impressed with Amazon's latest product release.,positive
1852,Microsoft,Impressed with Microsoft's latest product release.,positive
1853,Amazon,Terrible experience with Amazon customer support.,negative
1854,Amazon,Amazon keeps crashing. Super annoying.,negative
1855,Meta,Fast and reliable – Meta never disappoints!,positive
1856,Google,Google's performance is top-notch. Kudos to the team!,positive
1857,Google,Tried out Google. Mixed feelings about it.,neutral
1858,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
1859,Google,Really disappointed with Google. Not what I expected.,negative
1860,Google,Terrible experience with Google customer support.,negative
1861,Google,Still exploring Google. Too early to judge.,neutral
1862,Meta,"Not good, not bad. Meta is just average.",neutral
1863,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
1864,Meta,"I used Meta today. It's okay, nothing special.",neutral
1865,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
1866,Apple,Apple's performance is top-notch. Kudos to the team!,positive
1867,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
1868,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
1869,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
1870,Meta,"Not good, not bad. Meta is just average.",neutral
1871,Amazon,Impressed with Amazon's latest product release.,positive
1872,Apple,Apple update broke everything. Please fix it!,negative
1873,Google,Still exploring Google. Too early to judge.,neutral
1874,Meta,Meta's performance is top-notch. Kudos to the team!,positive
1875,Amazon,Amazon update broke everything. Please fix it!,negative
1876,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
1877,Apple,Apple update broke everything. Please fix it!,negative
1878,Amazon,Amazon keeps crashing. Super annoying.,negative
1879,Google,"Not good, not bad. Google is just average.",neutral
1880,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
1881,Meta,Really disappointed with Meta. Not what I expected.,negative
1882,Apple,Apple's performance is top-notch. Kudos to the team!,positive
1883,Google,Why is Google so slow lately? Very frustrating.,negative
1884,Amazon,"Not good, not bad. Amazon is just average.",neutral
1885,Meta,Tried out Meta. Mixed feelings about it.,neutral
1886,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
1887,Meta,Tried out Meta. Mixed feelings about it.,neutral
1888,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
1889,Apple,Great customer service from Apple. Totally satisfied!,positive
1890,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
1891,Google,Impressed with Google's latest product release.,positive
1892,Apple,The new Apple update is amazing! Loving the features.,positive
1893,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
1894,Apple,Apple update broke everything. Please fix it!,negative
1895,Apple,Apple's performance is top-notch. Kudos to the team!,positive
1896,Meta,The new Meta update is amazing! Loving the features.,positive
1897,Microsoft,Microsoft keeps crashing. Super annoying.,negative
1898,Google,"Not good, not bad. Google is just average.",neutral
1899,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
1900,Google,"Google works fine, just the usual stuff.",neutral
1901,Apple,Apple's performance is top-notch. Kudos to the team!,positive
1902,Amazon,Terrible experience with Amazon customer support.,negative
1903,Meta,Meta update broke everything. Please fix it!,negative
1904,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
1905,Google,Still exploring Google. Too early to judge.,neutral
1906,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
1907,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
1908,Amazon,Terrible experience with Amazon customer support.,negative
1909,Meta,The new Meta update is amazing! Loving the features.,positive
1910,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
1911,Microsoft,Microsoft keeps crashing. Super annoying.,negative
1912,Amazon,The new Amazon update is amazing! Loving the features.,positive
1913,Meta,Meta's performance is top-notch. Kudos to the team!,positive
1914,Amazon,Amazon update broke everything. Please fix it!,negative
1915,Apple,Tried out Apple. Mixed feelings about it.,neutral
1916,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
1917,Microsoft,Microsoft update broke everything. Please fix it!,negative
1918,Google,Fast and reliable – Google never disappoints!,positive
1919,Amazon,Impressed with Amazon's latest product release.,positive
1920,Meta,Terrible experience with Meta customer support.,negative
1921,Google,Impressed with Google's latest product release.,positive
1922,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
1923,Apple,Apple keeps crashing. Super annoying.,negative
1924,Meta,"Not good, not bad. Meta is just average.",neutral
1925,Amazon,Still exploring Amazon. Too early to judge.,neutral
1926,Amazon,Amazon keeps crashing. Super annoying.,negative
